id,Q1,Q2,Q3,Q4,Q5,Q6
abs07566,1,3,2,0,0,0
abs00953,0,6,2,0,1,1
abs17933,1,"6,7",2,0,0,0
abs19776,0,7,2,0,0,0
abs03071,0,0,0,0,0,0
abs06190,1,4,2,0,0,0
abs10128,0,"2,7",2,"14,15,22,27,33,40",1,1
abs13351,0,"5,7",1,0,0,0
abs03117,0,0,2,0,1,1
abs05171,0,7,0,0,0,0
abs01148,0,0,2,0,0,0
abs21958,1,"3,6",2,0,1,1
abs13298,1,"5,6",1,0,0,0
abs00428,1,"0,1,2,6",2,"12,15,16,21,22,27,33",1,1
abs17506,0,"0,3",1,0,1,1
abs17978,1,"4,5,6,7",2,0,0,0
abs04174,0,"2,7",2,0,0,0
abs11918,1,"4,7",2,0,1,1
abs10946,0,"0,6",2,0,0,0
abs15690,0,0,0,0,0,0
abs20660,1,6,2,0,0,0
abs15635,0,0,2,0,0,0
abs04136,0,7,2,0,0,0
abs17957,1,"4,7",2,0,1,1
abs20045,0,"0,2,3,5,6,7",2,0,1,1
abs20818,1,3,2,0,0,0
abs20253,1,"3,7",2,0,1,1
abs00025,0,"2,3,6,7",2,"16,20",1,1
abs08023,0,6,0,0,0,0
abs19767,0,0,2,0,1,1
abs02712,0,3,2,0,1,1
abs01463,0,0,2,0,0,0
abs03921,1,"2,3,6",2,"13,14,15,16,21,22,24,26,27,30,36,37,39,40",1,1
abs20029,0,"4,5,7",0,0,0,0
abs21371,1,"4,6",2,0,0,0
abs01178,0,0,2,0,1,1
abs17035,0,"1,2,7",2,"3,13,21,24,30",1,1
abs16769,1,"3,4,5,6,7",2,0,0,0
abs14689,1,"5,6",1,0,0,0
abs01564,0,0,0,0,0,0
abs21230,1,"3,4,5,6",2,0,1,1
abs08624,0,"4,6",2,0,1,1
abs08919,0,"6,7",1,0,0,0
abs04068,1,"3,7",2,0,0,0
abs17803,0,0,2,0,1,1
abs02041,1,"6,7",2,0,0,0
abs06472,1,2,2,"3,13,27",1,1
abs05860,1,"5,6",1,0,0,0
abs00911,1,"1,2,3,7",2,"15,20,27,34",1,1
abs01639,0,6,0,0,0,0
abs03086,0,"6,7",0,0,1,1
abs15583,1,"3,6,7",2,0,1,1
abs06278,1,"5,6",1,0,1,1
abs09799,1,"4,5,6",2,0,1,1
abs09738,0,"0,6",2,0,0,0
abs18027,1,"4,5,6,7",1,0,0,0
abs21680,1,"2,3,7",2,0,1,1
abs03179,1,"5,6",1,0,0,0
abs18894,0,"3,7",2,0,0,0
abs04877,0,7,2,0,0,0
abs14912,0,"0,6,7",2,0,0,0
abs16974,0,0,2,0,1,1
abs03865,0,6,1,0,0,0
abs07134,1,"4,5,6,7",2,0,1,1
abs22040,1,"1,3,7",2,"12,14,15,17,22,26,27,28",1,1
abs09326,0,0,1,0,0,0
abs04485,0,0,2,0,1,1
abs00275,0,"6,7",1,0,0,0
abs03926,0,0,0,0,0,0
abs13562,1,"4,6",2,"15,22,26,34",1,1
abs04717,0,"2,7",2,0,0,0
abs06881,0,2,2,0,1,1
abs08148,1,"4,5,6,7",1,0,0,0
abs21762,1,"1,2,3",2,"13,15,22,27,36,39",1,1
abs18426,0,0,2,0,0,0
abs09147,0,6,2,0,0,0
abs08754,0,"3,7",1,0,1,1
abs04845,1,"2,3,5,6",2,"12,18,22,27,40",1,1
abs16211,1,6,2,0,0,0
abs14518,1,4,2,"15,20,22,27",0,0
abs19302,1,"4,5,6,7",1,0,0,0
abs11072,1,"5,7",2,0,1,1
abs13626,1,"2,3,6",2,"3,13,21,22,34",1,1
abs19145,0,"5,6",1,0,0,0
abs03863,1,"5,6",2,0,0,0
abs04257,0,6,1,0,1,1
abs12657,0,0,2,"0,3,13,14,16,22,27,34,36,39,40",0,0
abs03814,0,0,2,0,1,1
abs06928,0,"3,6",2,0,1,1
abs17370,0,7,2,0,0,0
abs04908,0,"3,7",2,0,1,1
abs10971,1,"5,6",1,0,0,0
abs17539,1,"3,7",1,0,0,0
abs12757,1,"4,5,6,7",1,0,1,1
abs16032,1,"6,7",2,0,1,1
abs17862,1,"4,5,6",2,0,0,0
abs04315,0,7,2,0,1,1
abs02537,0,2,2,"15,20,25,26",1,1
abs08569,1,"5,6,7",2,0,0,0
abs20544,0,7,2,0,0,0
abs12035,0,"4,7",2,"15,20,21,26",0,0
abs21757,1,"2,3,7",2,"3,24",1,1
abs00311,0,"3,7",1,0,1,1
abs07142,1,"4,5,6",1,0,0,0
abs19968,1,"4,5,6,7",2,0,0,0
abs19175,0,0,0,0,0,0
abs14980,1,"4,5,6",2,0,0,0
abs19988,1,"3,7",1,0,1,1
abs13732,0,2,2,0,1,1
abs00710,0,2,2,"15,20,26,28,33,35,36,37,39,40",0,0
abs03870,1,"3,6",2,0,0,0
abs15190,0,"0,6,7",2,0,0,0
abs17528,0,0,2,0,0,0
abs07916,1,"4,5,6",2,0,1,1
abs16284,0,"2,3,6",2,"16,22,26,34",0,0
abs20636,1,3,2,"13,15,16,21,26,27",1,1
abs06405,0,"4,7",2,0,0,0
abs09788,1,"4,5,6,7",2,0,0,0
abs08249,1,"4,6",2,0,1,1
abs09590,1,"3,4,7",2,0,1,1
abs15996,1,"4,5,7",1,0,1,1
abs03818,0,"2,7",2,"13,14,15,24,27,32,33,35,36",0,0
abs13516,0,"0,5,6",2,0,0,0
abs08661,1,"3,4,7",2,0,1,1
abs18702,1,"3,7",2,0,0,0
abs17806,0,2,2,12,1,1
abs02239,0,"0,2",2,0,1,1
abs15443,0,"5,6",1,0,0,0
abs22157,1,"6,7",2,0,1,1
abs11170,1,"4,7",2,0,0,0
abs02617,1,3,1,0,0,0
abs15421,0,"0,5,6",0,0,0,0
abs10713,0,0,2,0,0,0
abs07637,1,"4,5,6,7",1,0,0,0
abs07649,1,"4,5,6,7",2,0,0,0
abs21679,1,"1,2,3",2,"17,22,34",1,1
abs10907,1,"2,3,4,5,6",2,"7,18,22,27",0,0
abs09587,1,"4,5,6,7",2,0,1,1
abs13672,1,2,2,0,1,1
abs02685,0,0,2,0,0,0
abs14860,0,"4,5,6",1,0,0,0
abs11395,0,"5,7",0,0,0,0
abs10508,0,2,2,"16,21,26,34,35,36,37,39,40",1,1
abs04286,0,"3,5,6",1,0,1,1
abs17155,0,"1,3,7",2,"3,13,24,27,33",1,1
abs03433,0,6,1,0,1,1
abs07759,1,"5,6",2,0,0,0
abs07570,0,"6,7",2,0,0,0
abs03331,0,"0,3,6",2,0,1,1
abs15022,0,"0,1,7",1,0,0,0
abs15488,1,"4,7",2,0,0,0
abs19292,0,6,2,0,0,0
abs00393,1,"2,3",2,"12,22,27",1,1
abs11304,1,"3,5,7",1,0,1,1
abs02302,0,"4,6",2,0,0,0
abs06264,0,"0,5,6",2,0,0,0
abs17240,1,"6,7",0,0,0,0
abs02651,0,0,0,0,0,0
abs21227,0,"6,7",2,0,1,1
abs00698,0,"0,2,3,6",2,0,0,0
abs10914,0,"0,3,6",2,0,0,0
abs17170,0,"2,3",2,"12,32",0,0
abs02992,0,2,2,0,0,0
abs14984,0,6,2,0,0,0
abs18218,0,0,0,0,0,0
abs08043,1,"1,3,4,6",2,0,1,1
abs01456,0,"0,3,6",2,0,0,0
abs14671,1,"4,5,6",2,0,0,0
abs19431,1,"5,6,7",2,0,0,0
abs06020,1,"4,5,6",2,0,0,0
abs09220,1,"6,7",2,0,0,0
abs13843,0,2,0,0,0,0
abs14679,0,"0,5,6",2,0,0,0
abs16326,1,"1,2,3",2,"15,17,22,26,27,30,33,36,39",1,1
abs15447,1,"4,5,6,7",2,0,0,0
abs00931,1,"2,7",2,0,1,1
abs08358,0,"0,6,7",2,0,0,0
abs16596,0,"4,5,6",2,0,0,0
abs09584,0,"4,6",2,0,0,0
abs18540,0,"2,3",2,0,1,1
abs15524,0,"3,5,7",1,0,0,0
abs17433,0,0,2,0,1,1
abs04383,0,"2,3,6",2,"13,14,15,16,22,27,30,36,39",1,1
abs10784,1,4,1,0,0,0
abs18960,1,"2,3,7",2,0,1,1
abs15637,0,6,1,0,0,0
abs04667,0,7,0,0,0,0
abs20546,1,"4,6",2,0,1,1
abs21500,0,"4,6",2,0,1,1
abs20470,0,"0,7",2,0,0,0
abs14955,1,"4,5",2,0,0,0
abs11314,1,"4,5,6,7",2,0,0,0
abs14731,0,6,2,0,0,0
abs05041,0,7,2,0,0,0
abs09347,1,"4,5,6",1,"14,22,27,34",0,0
abs16667,0,7,2,0,0,0
abs11683,0,"4,7",2,0,1,1
abs19556,1,"3,4,5",2,0,0,0
abs21476,1,"1,2,3,7",1,"15,16,27,34",1,1
abs13510,1,"1,2,3,4,5,6,7",2,"15,22,26,34",1,1
abs19932,1,"3,7",2,0,1,1
abs10469,1,"2,3,6",2,"7,8,9,11,12,13,14,15,16,17,20,22,23,24,25,26,27,28,29,30,31,34,35,36,39",1,1
abs20518,1,"3,6,7",2,0,1,1
abs10629,1,3,2,0,0,0
abs04491,0,"0,2,7",2,0,1,1
abs14931,1,"4,5,7",1,0,1,1
abs08740,0,"5,6",2,0,0,0
abs05194,0,7,0,0,0,0
abs02546,0,"6,7",2,0,0,0
abs01281,0,"0,2,7",0,0,0,0
abs11725,0,"0,2,7",2,0,0,0
abs05342,1,"3,4,5,6",2,0,1,1
abs02598,0,"6,7",2,0,1,1
abs06921,1,"3,7",2,0,1,1
abs10253,1,"5,6",1,"13,14,15,18,20,22,26,27",1,1
abs02507,0,"5,6",2,0,1,1
abs06199,0,"4,5,6",2,0,0,0
abs01398,0,"2,3",1,0,1,1
abs10625,1,"5,7",1,0,1,1
abs01856,0,"1,2,3,6",2,"7,18,22",1,1
abs20305,1,"3,7",1,0,1,1
abs03151,1,"1,2,3,6",2,"7,8,9,14,22,24,26,27,33,35,36,39,42",0,0
abs10785,0,"3,7",1,0,0,0
abs02033,0,"2,5,6,7",2,0,0,0
abs07599,1,"6,7",1,0,0,0
abs22114,1,"1,2,3,7",2,"15,16,27,29,30,34,35,36,37,39",1,1
abs02016,1,"1,2,3,6",2,"7,20,22",1,1
abs21168,1,"6,7",1,0,1,1
abs20619,1,"3,6,7",2,0,0,0
abs22090,1,3,2,0,1,1
abs19487,1,"3,7",2,0,1,1
abs01693,0,"0,6",2,0,0,0
abs08230,0,0,1,0,0,0
abs13713,0,0,0,0,1,1
abs04444,1,"3,7",2,0,1,1
abs21158,1,"4,7",2,"13,14,15,16,22,26,33",0,0
abs16385,0,6,2,0,0,0
abs18099,1,"4,7",2,0,1,1
abs13303,1,"5,6",2,0,0,0
abs00125,0,0,0,0,1,1
abs19624,0,0,2,0,1,1
abs03784,0,"0,6",2,0,0,0
abs05793,1,"4,5,6",2,0,0,0
abs00465,0,0,0,0,0,0
abs03893,1,"2,6,7",2,0,0,0
abs12157,0,"0,6",2,0,0,0
abs15376,0,7,2,0,0,0
abs08077,1,"4,6,7",2,0,0,0
abs09663,1,"1,2,5,6",2,"15,22,26,34",0,0
abs09150,1,"6,7",2,0,1,1
abs02892,0,"4,5,6",2,0,0,0
abs02697,1,2,2,"14,22,24,26,27,30,34,35,36,37,39,40",1,1
abs15700,1,"4,5,6",2,24,0,0
abs21574,0,"3,7",2,"13,14,15,18,20,22,26,27",1,1
abs06193,1,"4,5,6,7",2,0,1,1
abs12359,1,"4,5,6,7",2,0,1,1
abs12663,1,"6,7",1,0,0,0
abs13914,1,"5,7",1,0,1,1
abs01358,0,7,2,0,0,0
abs14595,0,0,2,0,0,0
abs01014,0,0,2,0,1,1
abs15843,1,"5,7",2,0,0,0
abs12417,1,"6,7",2,0,0,0
abs12479,1,"5,6",2,0,0,0
abs12795,0,"3,4,5,6",1,0,0,0
abs18524,0,"6,7",2,0,1,1
abs02570,0,"0,2,7",2,0,0,0
abs07828,0,"4,5,6",1,0,0,0
abs20528,1,3,2,0,0,0
abs21960,1,"4,5",1,27,0,0
abs02978,1,"3,6",2,0,1,1
abs09796,0,"6,7",2,0,0,0
abs14613,1,"4,5,6",1,0,0,0
abs05946,1,"4,5,6,7",2,0,0,0
abs08299,1,"4,5,6,7",2,0,0,0
abs08409,1,"4,5,6",2,0,0,0
abs10652,1,"3,6",2,0,1,1
abs12606,0,"5,7",1,0,1,1
abs18239,0,2,2,0,1,1
abs13219,1,"4,7",1,0,0,0
abs07660,1,"5,7",1,0,0,0
abs21189,1,"4,7",2,0,1,1
abs06610,1,"1,2,3",2,"7,17,18,21,26,27",1,1
abs04999,0,"0,6",0,0,0,0
abs17996,0,"4,5",2,0,0,0
abs08541,0,"0,5,6",0,0,0,0
abs20627,1,"3,7",1,0,1,1
abs11367,1,"4,5,6,7",2,0,0,0
abs04010,0,0,1,0,0,0
abs11841,1,"4,7",2,0,0,0
abs11249,1,"4,7",1,"2,3,4,6,7,8,9,11,12,13,14,15,16,18,19,20,21,24,25,26,28,30,33,35,36",1,1
abs20154,0,"0,2,7",0,0,0,0
abs05675,1,6,2,0,0,0
abs06436,1,"2,3,7",2,"7,17,22,26,35",1,1
abs06339,1,"5,7",2,0,0,0
abs16700,1,"3,6",1,0,0,0
abs07882,0,"5,6",2,0,0,0
abs17084,1,3,2,0,1,1
abs21607,1,"6,7",2,0,1,1
abs11387,1,4,2,0,0,0
abs19710,0,"5,6",2,0,1,1
abs02005,0,0,2,0,1,1
abs10097,0,"1,2,3",2,"0,12,19,20,22,29,30",1,1
abs17725,0,0,0,0,0,0
abs05321,1,4,2,0,0,0
abs15464,1,"4,5,6",1,0,0,0
abs16498,1,"5,6,7",1,0,0,0
abs18490,0,0,2,0,0,0
abs12914,0,0,2,0,0,0
abs05772,1,"4,5,6,7",2,0,0,0
abs19670,0,"0,2,4,5,7",2,0,0,0
abs20862,0,"0,6",1,33,0,0
abs01334,1,"1,2,4",2,"7,17,22,27,36",1,1
abs10437,0,0,2,0,1,1
abs11970,1,"4,5,6",2,0,1,1
abs01584,0,"4,7",2,0,1,1
abs15219,0,"5,6",2,0,0,0
abs16072,1,"2,3",2,"7,17,20,22,26,28",1,1
abs00259,0,0,2,"3,13,22,26,27,30",1,1
abs10695,1,"4,5,6,7",2,0,1,1
abs08179,1,"4,5,6,7",2,0,1,1
abs03737,1,"3,7",1,0,1,1
abs20229,0,"5,6",2,0,0,0
abs17622,0,"6,7",1,0,1,1
abs12455,1,"5,6,7",1,0,1,1
abs19977,1,"1,2,3,4,5,6,7",2,0,1,1
abs00670,1,"2,3,6",2,"14,15,22,26,28",1,1
abs01058,0,"0,6,7",0,0,0,0
abs02230,0,7,2,0,0,0
abs09073,0,0,2,0,0,0
abs10522,0,0,2,0,0,0
abs19939,0,0,2,0,1,1
abs09946,1,"3,7",2,0,1,1
abs04527,0,0,0,0,0,0
abs22200,1,3,2,0,0,0
abs02059,1,"2,6,7",2,"18,22,26,27,30,39",1,1
abs05279,0,"0,6",2,0,0,0
abs04792,0,"0,7",0,0,0,0
abs03603,0,"0,2,7",0,0,0,0
abs21913,0,0,2,0,0,0
abs02644,0,"0,5",2,0,0,0
abs11752,1,"5,6",1,0,1,1
abs19726,0,"2,7",2,"15,20,22,27,33",1,1
abs15214,1,5,2,0,0,0
abs11231,1,"2,3,6",2,"0,14,15,16,22,26,27,28",1,1
abs19852,0,"2,3,6",1,"16,18,19,20,22,26,27,28,30,36",1,1
abs00716,0,0,2,0,1,1
abs01989,0,"5,6,7",2,0,0,0
abs03391,0,2,1,0,0,0
abs03421,0,"2,3,6,7",2,"16,18,20,26,27,30,33,36,37,39",1,1
abs13641,0,"2,3,6",2,0,1,1
abs01792,0,"5,6,7",2,0,0,0
abs20986,1,"4,6",2,0,1,1
abs09916,0,"4,6",2,0,0,0
abs08213,0,4,0,0,0,0
abs11634,1,"5,6,7",2,0,1,1
abs21320,1,"4,5,6",2,0,0,0
abs16734,1,"5,6",1,0,0,0
abs13059,0,6,2,0,0,0
abs08807,0,7,2,0,0,0
abs17120,1,"2,3,7",2,0,1,1
abs10463,1,7,2,0,0,0
abs21783,1,"6,7",2,0,1,1
abs22155,0,"2,3,6",2,0,1,1
abs14675,1,"4,7",2,0,1,1
abs00564,1,"6,7",2,0,0,0
abs04226,1,"4,7",2,"15,20,27,34",1,1
abs01235,0,"0,6",2,0,1,1
abs21299,1,"4,5,6",2,0,1,1
abs20219,1,"3,7",1,0,1,1
abs15006,1,"3,4,5,6",2,0,0,0
abs03864,1,"4,5",2,0,1,1
abs08026,0,"0,5,6",0,0,0,0
abs20647,1,"3,7",2,0,1,1
abs17097,0,"3,6",2,"0,14,27",1,1
abs16771,1,"3,5,7",1,0,1,1
abs18736,1,"3,4,5,6",2,0,0,0
abs01120,0,"0,3,6",2,0,1,1
abs12844,1,"4,5,6,7",2,0,0,0
abs15709,0,4,2,0,0,0
abs05038,0,2,2,0,0,0
abs15272,1,"4,5,6",2,0,1,1
abs12755,1,"4,5,6",1,0,0,0
abs01832,0,0,2,0,1,1
abs00825,0,6,2,0,0,0
abs12517,0,"5,7",1,0,0,0
abs03286,1,"3,7",2,0,1,1
abs01797,0,"3,7",2,0,0,0
abs00318,0,"2,3,6",2,26,1,1
abs13965,1,3,1,0,1,1
abs13890,0,2,1,0,1,1
abs22242,1,"3,7",2,0,1,1
abs06418,0,0,0,0,0,0
abs15573,0,"0,2,6,7",0,0,0,0
abs08670,0,"5,7",2,0,0,0
abs04400,0,"0,2",2,0,1,1
abs07923,1,"4,7",2,0,0,0
abs18388,1,2,2,0,1,1
abs21946,1,"2,3,6",2,"7,9,11,12,13,14,15,17,18,22,26,30,34",1,1
abs09860,0,"4,6",0,0,0,0
abs10532,0,2,2,0,1,1
abs09270,1,"3,4,7",2,0,0,0
abs11734,1,"4,5,6,7",2,0,0,0
abs10316,0,0,2,0,1,1
abs04299,0,"0,5",1,0,1,1
abs03580,1,"1,2,5,7",2,"14,22,24,26,27",1,1
abs02949,1,"3,6",2,0,1,1
abs18766,1,"6,7",1,0,1,1
abs08883,1,"4,5,6",2,0,0,0
abs19884,1,3,2,0,1,1
abs02349,1,"3,5,7",1,0,1,1
abs14252,0,2,2,"14,22,24,26,34",0,0
abs18082,0,"4,5,6",1,0,0,0
abs02195,1,2,2,0,1,1
abs14886,0,"0,6",0,0,0,0
abs05892,1,"4,5,6,7",2,0,1,1
abs16296,0,7,2,0,0,0
abs18513,0,7,2,0,0,0
abs21997,1,"4,5,7",1,"2,3,12,27",0,0
abs21575,0,"3,7",2,0,1,1
abs06759,0,"0,2,5,7",2,0,0,0
abs09008,1,"4,5,6,7",2,0,0,0
abs13780,1,"2,3,7",2,"3,27,40",1,1
abs00482,0,"4,5,6",2,0,0,0
abs12148,1,"6,7",2,0,0,0
abs03068,0,"0,2,7",2,0,0,0
abs05839,1,"4,5,6,7",2,0,0,0
abs07896,1,"4,5,6,7",1,0,1,1
abs21930,1,"2,3,6,7",2,0,1,1
abs07529,1,"4,5,6",1,0,0,0
abs12781,0,4,2,0,0,0
abs17844,1,"4,7",2,0,1,1
abs12177,1,"5,6",0,0,1,1
abs18467,0,"2,7",1,"16,22,27,33,37",0,0
abs00331,0,2,2,0,0,0
abs09521,1,"3,6",2,0,0,0
abs18487,0,2,2,0,1,1
abs14088,0,"1,2,3,4,5,6",2,"3,13,22",1,1
abs22012,1,3,2,0,1,1
abs16402,1,"3,7",2,0,0,0
abs08467,1,"2,6,7",2,0,0,0
abs13347,1,"4,5,6",1,0,0,0
abs11893,1,"4,5,6",2,"17,22,26,34",0,0
abs20306,1,"0,6,7",2,0,0,0
abs08111,0,0,2,0,0,0
abs04987,0,7,0,0,0,0
abs19434,1,"3,7",2,0,1,1
abs16066,0,"4,5",2,0,0,0
abs17518,1,2,2,0,1,1
abs07731,1,"5,7",1,0,0,0
abs14225,0,0,0,0,0,0
abs21294,1,"4,6",2,0,1,1
abs00017,0,"3,7",2,0,1,1
abs00394,0,"6,7",2,0,0,0
abs18294,0,0,2,0,0,0
abs15951,0,"0,7",2,0,0,0
abs03942,0,7,2,0,0,0
abs05283,0,6,1,0,0,0
abs19702,1,"3,7",2,0,0,0
abs08819,0,"0,6",0,0,0,0
abs06321,1,"4,7",2,0,1,1
abs02916,1,"0,7",2,0,0,0
abs12964,0,"0,6,7",2,0,0,0
abs10064,0,2,2,"15,20,26,27",0,0
abs13973,0,0,2,0,1,1
abs05997,1,"5,6",2,0,0,0
abs19741,0,3,2,0,0,0
abs05655,1,6,2,0,0,0
abs22028,0,2,2,25,0,0
abs12560,0,"4,5,6,7",2,0,0,0
abs21285,0,"6,7",2,0,0,0
abs17775,0,0,0,0,1,1
abs15554,1,"1,2,5,6",1,"12,14,18,20,22,27,33,34,35,36,39,40",0,0
abs16478,1,"4,5,6,7",1,0,0,0
abs07507,1,"6,7",1,0,1,1
abs05377,0,"0,6",0,0,0,0
abs12647,0,"5,7",0,0,1,1
abs13894,1,"5,6,7",1,0,0,0
abs03691,0,"4,6",2,0,0,0
abs02068,0,2,2,"3,13,21,26,35",1,1
abs01781,0,"2,7",2,"13,14,15,16,22,27,33",1,1
abs00164,0,"6,7",2,0,0,0
abs00075,0,0,2,0,0,0
abs17954,0,4,2,0,0,0
abs18367,0,2,2,0,0,0
abs14136,1,"3,6",2,0,1,1
abs09429,1,3,2,0,1,1
abs03749,0,"2,3,4",2,0,1,1
abs14983,0,"0,7",2,0,0,0
abs18120,1,"0,6,7",2,0,0,0
abs08292,0,0,2,0,1,1
abs07723,1,"4,5,6",1,0,0,0
abs17369,0,"2,7",2,"3,13,14,16,22,26,27",1,1
abs09404,0,"4,5,6",1,0,0,0
abs21856,1,"4,5,6",2,0,1,1
abs15493,0,"0,6",2,0,0,0
abs22104,0,0,2,0,1,1
abs12146,0,7,2,0,0,0
abs00062,0,"4,7",0,0,0,0
abs05519,1,"5,6,7",2,0,1,1
abs00870,0,"3,7",2,0,0,0
abs17380,1,"6,7",2,0,0,0
abs13356,0,0,2,0,0,0
abs15659,1,"4,5,6,7",2,0,0,0
abs14644,0,"0,4,5,6",2,0,0,0
abs05951,1,7,2,0,0,0
abs19207,1,"4,5,7",1,0,1,1
abs07053,0,"1,2,6",2,"13,14,16,18,21,26,27",1,1
abs20517,1,3,2,0,1,1
abs13728,0,7,2,0,0,0
abs21714,1,"1,2,3,7",2,"7,17,22,27,40",1,1
abs04246,0,7,0,0,0,0
abs20635,1,3,2,0,1,1
abs16681,1,"4,5,6",2,0,1,1
abs14148,1,"1,2,3",2,"3,13,22,27",1,1
abs03384,1,"3,7",2,0,1,1
abs11188,1,"5,7",2,0,1,1
abs13714,0,2,2,0,0,0
abs10470,0,"6,7",0,0,1,1
abs09093,1,"4,5,6,7",2,0,1,1
abs22258,0,2,1,0,1,1
abs19335,1,"3,7",1,0,1,1
abs02457,0,"3,6",1,0,0,0
abs07215,1,"3,6",2,"17,22,26,27,33,35,36,39,40",1,1
abs14805,1,"4,5,6",2,0,0,0
abs09719,1,"4,5,6,7",1,0,0,0
abs12965,0,"4,6",2,0,0,0
abs03304,1,"1,2,6,7",2,"14,15,22,25,26,27,28",0,0
abs20695,0,"2,3,7",2,"16,20,26,27,33,35,37,39,40",1,1
abs12907,1,"4,5,6,7",2,0,0,0
abs11635,1,"4,5,6,7",1,0,1,1
abs21247,0,"6,7",2,0,0,0
abs12824,1,"4,5,6,7",2,0,0,0
abs01187,1,3,2,0,1,1
abs19000,1,"4,5,6",1,0,1,1
abs03689,0,"0,2,7",2,0,0,0
abs17416,0,"6,7",1,0,1,1
abs05705,1,4,1,0,0,0
abs15517,0,"5,7",1,0,0,0
abs18154,1,"4,7",2,"15,20,22,27",0,0
abs06827,0,"2,3,7",2,13,1,1
abs12374,1,"4,5,6,7",2,0,0,0
abs05371,0,"0,5,7",1,0,0,0
abs14256,1,"2,3,5,6",2,"5,15,22,27,37",1,1
abs21113,0,6,2,0,0,0
abs12084,0,"4,6",2,0,0,0
abs15108,1,7,2,0,0,0
abs07097,0,2,0,0,1,1
abs10208,1,"6,7",1,0,1,1
abs18717,1,"3,5,6,7",2,0,0,0
abs07000,1,"5,6",1,0,1,1
abs13868,0,0,2,0,0,0
abs00052,0,"2,3,7",2,"13,14,16,18,20,22,26,27",1,1
abs09912,0,6,2,0,1,1
abs15380,0,6,2,0,0,0
abs17364,0,"6,7",2,0,1,1
abs17305,0,"0,6",2,0,0,0
abs14120,0,2,2,"12,20,22,32",1,1
abs18556,0,"1,2,3,5,6",1,"7,9,22,26,35",1,1
abs19374,1,7,2,0,1,1
abs08091,1,"4,7",2,0,1,1
abs07119,1,"4,5,6",2,0,0,0
abs18204,0,"2,3,7",2,"0,12,27,32",1,1
abs06951,1,"1,2,3,7",2,"7,8,18,22,26,35",1,1
abs06582,0,"1,2,3",1,"9,27",1,1
abs09281,1,"5,6,7",2,0,1,1
abs07501,1,"5,7",2,0,0,0
abs01729,0,"0,2,7",2,0,0,0
abs21605,1,"2,5,6,7",2,0,1,1
abs21330,0,"4,7",2,"3,8,11,12,15,16,22,26,27,30,34",1,1
abs06019,1,"6,7",2,0,0,0
abs08521,1,"3,4,5,6",2,0,0,0
abs01955,0,"3,6",2,0,1,1
abs02128,0,0,0,0,0,0
abs03714,0,"3,7",2,0,1,1
abs19370,1,"3,6",2,0,1,1
abs19294,1,"4,7",2,0,0,0
abs16255,0,4,2,0,0,0
abs20024,1,"2,3,7",2,0,1,1
abs03253,0,"0,3,5,6",2,0,0,0
abs07585,1,"5,6,7",1,0,0,0
abs09545,1,"4,7",2,"15,16,21,26,27",1,1
abs07676,1,"4,5,6",2,0,0,0
abs19240,0,7,2,0,0,0
abs04592,0,3,2,0,0,0
abs15355,0,6,2,0,0,0
abs00669,0,"6,7",2,0,1,1
abs17082,1,"3,7",2,0,1,1
abs08736,1,"4,5,6,7",2,0,1,1
abs20083,0,"3,7",2,0,1,1
abs09878,1,"4,6",2,0,0,0
abs20361,0,2,2,"15,28",1,1
abs07459,1,"4,5,6,7",2,0,1,1
abs11307,1,"5,7",1,0,1,1
abs13685,0,0,0,0,1,1
abs16759,0,6,1,0,0,0
abs13539,1,"4,5,7",2,0,0,0
abs01506,0,"5,7",2,0,1,1
abs20721,0,0,0,0,1,1
abs01566,1,"6,7",2,0,1,1
abs16644,1,"4,7",2,"13,14,15,24,27,33,36,37,39,40",1,1
abs20810,1,"3,7",2,0,1,1
abs16545,0,"4,5,6",0,0,0,0
abs02951,1,"1,2,3,6",2,"12,14,15,16,22,26,27,28,30,33,35,36",1,1
abs10841,1,"4,5,6",2,0,0,0
abs05315,1,"4,5,6,7",2,0,1,1
abs11689,1,"4,7",2,"3,13,22,27",1,1
abs15638,1,"4,5,6,7",2,0,1,1
abs13836,1,"3,4,5,6,7",1,0,0,0
abs14656,1,7,2,0,0,0
abs05124,0,"1,2,3",2,"7,17,22",1,1
abs13025,0,"4,5,6",2,0,0,0
abs04161,0,0,0,0,0,0
abs14359,0,0,0,0,0,0
abs00280,0,"6,7",2,0,1,1
abs06571,1,"1,2,6",2,"12,14,15,16,22,27,30,34",1,1
abs19775,0,0,2,0,0,0
abs16856,0,"4,5,6",1,0,1,1
abs11975,1,"4,7",1,0,1,1
abs21106,0,"4,5,6",2,0,0,0
abs15210,0,4,1,0,0,0
abs21023,1,"5,7",1,0,1,1
abs18768,1,"5,7",2,0,0,0
abs22098,0,0,2,0,0,0
abs08596,1,"4,7",2,0,0,0
abs13681,1,"2,3,7",2,0,1,1
abs01534,1,"1,2,7",2,"5,15,22,27",1,1
abs16162,1,"5,7",1,0,0,0
abs12135,0,"4,7",1,0,1,1
abs19079,1,"6,7",2,0,1,1
abs19447,1,"4,7",2,0,0,0
abs10642,1,"3,7",1,0,1,1
abs12574,1,"3,5,7",2,0,0,0
abs19533,0,"0,6,7",0,0,0,0
abs09292,0,"4,5,6",0,0,0,0
abs08992,0,"4,6",0,0,0,0
abs11103,0,0,0,0,0,0
